table	column	kind	owner	editable_after_post	sot	migration_status	documented
pa_valuations	source	RAW	PhysicalAssets	yes	pa_valuations	canonical	yes
pa_valuations	value	RAW	PhysicalAssets	yes	pa_valuations	canonical	yes
port_settings	id	RAW	Portfolio	yes	port_settings	canonical	yes
port_settings	key	RAW	Portfolio	yes	port_settings	canonical	yes
port_settings	updated_at	SYSTEM_INDEX	Portfolio	yes	port_settings	canonical	yes
port_settings	value_json	RAW	Portfolio	yes	port_settings	canonical	yes
port_snapshots	as_of	RAW	Portfolio	yes	port_snapshots	canonical	yes
port_snapshots	created_at	SYSTEM_INDEX	Portfolio	yes	port_snapshots	canonical	yes
port_snapshots	id	RAW	Portfolio	yes	port_snapshots	canonical	yes
port_snapshots	payload_json	RAW	Portfolio	yes	port_snapshots	canonical	yes
price_history	created_at	SYSTEM_INDEX	Core	yes	price_history	canonical	yes
price_history	currency	RAW	Core	yes	price_history	canonical	yes
price_history	fetched_at	RAW	Core	yes	price_history	canonical	yes
price_history	id	RAW	Core	yes	price_history	canonical	yes
price_history	instrument_id	RAW	Price	no	price_history	canonical	yes
price_history	is_degraded	RAW	Core	yes	price_history	canonical	yes
price_history	is_manual	RAW	Core	yes	price_history	canonical	yes
price_history	is_stale	RAW	Core	yes	price_history	canonical	yes
price_history	market_date	RAW	Price	no	price_history	canonical	yes
price_history	price	RAW	Price	no	price_history	canonical	yes
price_history	provenance_json	RAW	Core	yes	price_history	canonical	yes
price_history	quote_basis	RAW	Core	yes	price_history	canonical	yes
price_history	quote_type	RAW	Price	no	price_history	canonical	yes
price_history	source_id	RAW	Core	yes	price_history	canonical	yes
price_sources	created_at	SYSTEM_INDEX	Core	yes	price_sources	canonical	yes
price_sources	id	RAW	Core	yes	price_sources	canonical	yes
price_sources	is_active	RAW	Core	yes	price_sources	canonical	yes
price_sources	kind	RAW	Core	yes	price_sources	canonical	yes
price_sources	name	RAW	Core	yes	price_sources	canonical	yes
price_sources	priority	RAW	Core	yes	price_sources	canonical	yes
price_sync_settings	enabled	RAW	Core	yes	price_sync_settings	canonical	yes
price_sync_settings	id	RAW	Core	yes	price_sync_settings	canonical	yes
price_sync_settings	interval_minutes	RAW	Core	yes	price_sync_settings	canonical	yes
price_sync_settings	source_id	RAW	Core	yes	price_sync_settings	canonical	yes
price_sync_settings	updated_at	SYSTEM_INDEX	Core	yes	price_sync_settings	canonical	yes
ref_instruments	asset_class	RAW	Core	no	ref_instruments	canonical	yes
ref_instruments	contract_address	RAW	Core	no	ref_instruments	canonical	yes
ref_instruments	cost_currency_default	RAW	Core	yes	ref_instruments	canonical	yes
ref_instruments	created_at	SYSTEM_INDEX	Core	yes	ref_instruments	canonical	yes
ref_instruments	id	RAW	Core	no	ref_instruments	canonical	yes
ref_instruments	is_active	RAW	Core	yes	ref_instruments	canonical	yes
ref_instruments	isin	RAW	Core	yes	ref_instruments	canonical	yes
ref_instruments	meta_json	RAW	Core	yes	ref_instruments	canonical	yes
ref_instruments	name	RAW	Core	yes	ref_instruments	canonical	yes
ref_instruments	network_identifier	RAW	Core	no	ref_instruments	canonical	yes
ref_instruments	symbol	LABEL	Core	yes	ref_instruments	canonical	yes
ref_instruments	updated_at	SYSTEM_INDEX	Core	yes	ref_instruments	canonical	yes
ref_integrity_queue	check_kind	RAW	Core	yes	ref_integrity_queue	canonical	yes
ref_integrity_queue	created_at	SYSTEM_INDEX	Core	yes	ref_integrity_queue	canonical	yes
ref_integrity_queue	finished_at	RAW	Core	yes	ref_integrity_queue	canonical	yes
ref_integrity_queue	id	RAW	Core	yes	ref_integrity_queue	canonical	yes
ref_integrity_queue	payload_json	RAW	Core	yes	ref_integrity_queue	canonical	yes
ref_integrity_queue	status	RAW	Core	yes	ref_integrity_queue	canonical	yes
ref_parties	created_at	SYSTEM_INDEX	Core	yes	ref_parties	canonical	yes
ref_parties	display_name	RAW	Core	yes	ref_parties	canonical	yes
ref_parties	id	RAW	Core	yes	ref_parties	canonical	yes
ref_parties	party_kind	RAW	Core	yes	ref_parties	canonical	yes
rpt_net_worth_snapshots	as_of	RAW	Reports	yes	rpt_net_worth_snapshots	canonical	yes
rpt_net_worth_snapshots	created_at	SYSTEM_INDEX	Reports	yes	rpt_net_worth_snapshots	canonical	yes
rpt_net_worth_snapshots	currency	RAW	Reports	yes	rpt_net_worth_snapshots	canonical	yes
rpt_net_worth_snapshots	id	RAW	Reports	yes	rpt_net_worth_snapshots	canonical	yes
rpt_net_worth_snapshots	net_worth	RAW	Reports	yes	rpt_net_worth_snapshots	canonical	yes
rpt_net_worth_snapshots	payload_json	RAW	Reports	yes	rpt_net_worth_snapshots	canonical	yes
rpt_net_worth_snapshots	total_assets	RAW	Reports	yes	rpt_net_worth_snapshots	canonical	yes
rpt_net_worth_snapshots	total_liabilities	RAW	Reports	yes	rpt_net_worth_snapshots	canonical	yes
rpt_presets	created_at	SYSTEM_INDEX	Reports	yes	rpt_presets	canonical	yes
rpt_presets	id	RAW	Reports	yes	rpt_presets	canonical	yes
rpt_presets	name	RAW	Reports	yes	rpt_presets	canonical	yes
rpt_presets	params_json	RAW	Reports	yes	rpt_presets	canonical	yes
rpt_presets	report_kind	RAW	Reports	yes	rpt_presets	canonical	yes
rpt_snapshots	as_of	RAW	Reports	yes	rpt_snapshots	canonical	yes
rpt_snapshots	calculation_context_hash	RAW	Reports	yes	rpt_snapshots	canonical	yes
rpt_snapshots	engine_versions	RAW	Reports	yes	rpt_snapshots	canonical	yes
rpt_snapshots	fx_as_of	RAW	Reports	yes	rpt_snapshots	canonical	yes
rpt_snapshots	id	RAW	Reports	yes	rpt_snapshots	canonical	yes
rpt_snapshots	ledger_watermark	RAW	Reports	yes	rpt_snapshots	canonical	yes
rpt_snapshots	payload_json	RAW	Reports	yes	rpt_snapshots	canonical	yes
rpt_snapshots	price_as_of	RAW	Reports	yes	rpt_snapshots	canonical	yes
rpt_snapshots	rebuilt_at	RAW	Reports	yes	rpt_snapshots	canonical	yes
rpt_snapshots	report_kind	RAW	Reports	yes	rpt_snapshots	canonical	yes
sec_access_log	created_at	SYSTEM_INDEX	Security	yes	sec_access_log	canonical	yes
sec_access_log	detail	RAW	Security	yes	sec_access_log	canonical	yes
sec_access_log	event_type	RAW	Security	yes	sec_access_log	canonical	yes
sec_access_log	id	RAW	Security	yes	sec_access_log	canonical	yes
sec_encryption_meta	created_at	SYSTEM_INDEX	Security	yes	sec_encryption_meta	canonical	yes
sec_encryption_meta	id	RAW	Security	yes	sec_encryption_meta	canonical	yes
sec_encryption_meta	scheme	RAW	Security	yes	sec_encryption_meta	canonical	yes
sec_session_logs	at	RAW	Security	yes	sec_session_logs	canonical	yes
sec_session_logs	detail	RAW	Security	yes	sec_session_logs	canonical	yes
sec_session_logs	event_type	RAW	Security	yes	sec_session_logs	canonical	yes
sec_session_logs	id	RAW	Security	yes	sec_session_logs	canonical	yes
sec_settings	id	RAW	Security	yes	sec_settings	canonical	yes
sec_settings	key	RAW	Security	yes	sec_settings	canonical	yes
sec_settings	updated_at	SYSTEM_INDEX	Security	yes	sec_settings	canonical	yes
sec_settings	value_json	RAW	Security	yes	sec_settings	canonical	yes
stg_backup_logs	backup_path	RAW	Settings	yes	stg_backup_logs	canonical	yes
stg_backup_logs	checksum	RAW	Settings	yes	stg_backup_logs	canonical	yes
stg_backup_logs	created_at	SYSTEM_INDEX	Settings	yes	stg_backup_logs	canonical	yes
stg_backup_logs	id	RAW	Settings	yes	stg_backup_logs	canonical	yes
stg_backup_logs	status	RAW	Settings	yes	stg_backup_logs	canonical	yes
stg_settings	id	RAW	Settings	yes	stg_settings	canonical	yes
stg_settings	key	RAW	Settings	yes	stg_settings	canonical	yes
stg_settings	updated_at	SYSTEM_INDEX	Settings	yes	stg_settings	canonical	yes
stg_settings	value_json	RAW	Settings	yes	stg_settings	canonical	yes
tax_categories	code	RAW	Tax	yes	tax_categories	canonical	yes
tax_categories	created_at	SYSTEM_INDEX	Tax	yes	tax_categories	canonical	yes
tax_categories	id	RAW	Tax	yes	tax_categories	canonical	yes
tax_categories	is_active	RAW	Tax	yes	tax_categories	canonical	yes
tax_categories	jurisdiction	RAW	Tax	yes	tax_categories	canonical	yes
tax_categories	name	RAW	Tax	yes	tax_categories	canonical	yes
tax_categories	policy_json	RAW	Tax	yes	tax_categories	canonical	yes
tax_categories	rule_version	RAW	Tax	yes	tax_categories	canonical	yes
tax_categories	updated_at	SYSTEM_INDEX	Tax	yes	tax_categories	canonical	yes
tax_events	adjustment_reason	RAW	Tax	yes	tax_events	canonical	yes
tax_events	amount	RAW	Tax	yes	tax_events	canonical	yes
tax_events	basis_amount	RAW	Tax	yes	tax_events	canonical	yes
tax_events	calendar_system	RAW	Tax	no	tax_events	canonical	yes
tax_events	created_at	SYSTEM_INDEX	Tax	yes	tax_events	canonical	yes
tax_events	currency	RAW	Tax	yes	tax_events	canonical	yes
tax_events	document_id	RAW	Tax	yes	tax_events	canonical	yes
tax_events	holding_period_days	RAW	Tax	yes	tax_events	canonical	yes
tax_events	id	RAW	Tax	yes	tax_events	canonical	yes
tax_events	is_deductible	RAW	Tax	yes	tax_events	canonical	yes
tax_events	is_manual_adjustment	RAW	Tax	yes	tax_events	canonical	yes
tax_events	jurisdiction	RAW	Tax	yes	tax_events	canonical	yes
tax_events	operation_id	RAW	Tax	yes	tax_events	canonical	yes
tax_events	period_end	RAW	Tax	no	tax_events	canonical	yes
tax_events	period_key	RAW	Tax	yes	tax_events	canonical	yes
tax_events	period_start	RAW	Tax	no	tax_events	canonical	yes
tax_events	rule_version	RAW	Tax	yes	tax_events	canonical	yes
tax_events	status	RAW	Tax	yes	tax_events	canonical	yes
tax_events	tax_kind	RAW	Tax	yes	tax_events	canonical	yes
tax_events	tax_year	RAW	Tax	no	tax_events	canonical	yes
tax_events	updated_at	SYSTEM_INDEX	Tax	yes	tax_events	canonical	yes
tax_records	amended_at	RAW	Tax	no	tax_records	canonical	yes
tax_records	amended_to	RAW	Tax	no	tax_records	canonical	yes
tax_records	created_at	SYSTEM_INDEX	Tax	yes	tax_records	canonical	yes
tax_records	filed_at	RAW	Tax	no	tax_records	canonical	yes
tax_records	id	RAW	Tax	yes	tax_records	canonical	yes
tax_records	jurisdiction	RAW	Tax	yes	tax_records	canonical	yes
tax_records	linked_tax_event_id	REFERENCE	Tax	no	tax_records	canonical	yes
tax_records	paid_at	RAW	Tax	no	tax_records	canonical	yes
tax_records	period_key	RAW	Tax	yes	tax_records	canonical	yes
tax_records	status	RAW	Tax	yes	tax_records	canonical	yes
tax_records	summary_json	RAW	Tax	yes	tax_records	canonical	yes
usr_settings	key	RAW	Settings	yes	usr_settings	canonical	yes
usr_settings	value	RAW	Settings	yes	usr_settings	canonical	yes
inv_stocks_iran_transactions	settlement_date	RAW	Stocks	no	inv_stocks_iran_transactions	canonical	yes
inv_stocks_iran_transactions	quantity	RAW	Stocks	no	inv_stocks_iran_transactions	canonical	yes
inv_stocks_iran_transactions	price	RAW	Stocks	no	inv_stocks_iran_transactions	canonical	yes
inv_stocks_iran_transactions	fee_amount	RAW	Stocks	no	inv_stocks_iran_transactions	canonical	yes
inv_stocks_iran_transactions	currency	RAW	Stocks	no	inv_stocks_iran_transactions	canonical	yes
inv_stocks_iran_transactions	account_id	RAW	Stocks	no	inv_stocks_iran_transactions	canonical	yes
inv_stocks_iran_transactions	created_at	SYSTEM_INDEX	Stocks	no	inv_stocks_iran_transactions	canonical	yes
fin_operations	source_channel	RAW	Core	no	fin_operations	canonical	yes
fin_operations	source_type	RAW	Core	no	fin_operations	canonical	yes
fin_operations	source_reference	RAW	Core	no	fin_operations	canonical	yes
tax_records	amount_due	RAW	Tax	no	tax_records	canonical	yes
tax_records	amount_paid	RAW	Tax	no	tax_records	canonical	yes
tax_records	currency	RAW	Tax	no	tax_records	canonical	yes
tax_records	due_date	RAW	Tax	no	tax_records	canonical	yes
tax_records	payment_operation_id	RAW	Tax	no	tax_records	canonical	yes
tax_records	updated_at	SYSTEM_INDEX	Tax	yes	tax_records	canonical	yes
inv_crypto_transactions	fee_funding_kind	RAW	Crypto	no	inv_crypto_transactions	canonical	yes
inv_crypto_transactions	from_address_id	RAW	Crypto	no	inv_crypto_transactions	canonical	yes
inv_crypto_transactions	to_address_id	RAW	Crypto	no	inv_crypto_transactions	canonical	yes
